date,AG,AI,AR,BE,BL,BS,FR,GE,GL,GR,JU,LU,NE,NW,OW,SG,SH,SO,SZ,TG,TI,UR,VD,VS,ZG,ZH,CH_SECO,crea_recession
2020-06-30,-4.4219,-8.3156,-3.5253,-6.4088,-4.4258,-2.9944,-7.1683,-8.1204,-7.3968,-8.6085,-15.5222,-5.6159,-12.6589,-7.2726,-8.2430,-6.5978,-6.0456,-8.0761,-5.4019,-5.4138,-9.3852,-7.1389,-7.0433,-7.8879,-6.5856,-5.5537,-6.4946,1
2020-09-30,3.8109,11.5821,6.7202,6.7038,4.2377,2.5650,7.2578,8.2487,7.1919,9.7897,15.8215,6.9396,12.9588,8.5358,9.7495,8.3332,6.7508,8.9578,7.1906,8.0095,9.8927,7.1934,7.9329,6.6362,9.7922,4.9478,6.8458,1
2020-12-31,-0.8156,1.6404,0.3542,0.2196,-0.4771,0.5713,0.4680,0.4988,0.9111,-0.4800,3.7719,0.4855,3.8289,2.0609,0.3248,1.4476,1.7215,0.9263,0.8605,1.6375,2.1193,0.7071,1.1842,-0.2488,1.0553,-0.7307,0.3938,0
2021-03-31,-0.9485,0.5272,-0.3618,0.1444,0.2413,3.2133,0.8489,0.0182,1.2400,-1.6682,3.0402,0.3551,3.8716,1.5243,-0.4875,1.2960,5.0018,0.2107,0.1411,1.5010,2.9956,0.2551,1.3072,-0.2402,-0.8959,-1.2577,0.3699,0
2021-06-30,0.7989,3.1759,0.7953,1.9057,1.7244,3.0560,2.5507,2.8741,2.6457,3.2136,3.9898,2.2699,3.9834,3.1356,2.0092,2.4602,4.3849,1.8173,2.3636,2.4150,4.6749,1.8915,3.4383,3.2994,2.1468,1.0124,2.2125,0
2021-09-30,1.3974,2.4444,1.6765,2.0687,1.7022,3.0662,2.3521,2.0389,2.2865,3.7355,3.1449,2.2777,3.0617,2.7216,3.0182,2.0471,3.1034,2.3240,2.3057,1.6659,3.0221,3.1325,2.5994,3.7573,0.9060,1.3636,2.1164,0
2021-12-31,0.7663,0.9107,0.9534,0.6206,0.7801,1.9446,1.0514,0.5451,0.5329,0.9356,2.5919,1.0919,2.4968,0.5960,0.7474,0.6393,1.5890,0.7893,1.2594,0.5772,0.7097,0.8555,0.8012,2.1609,0.2587,0.3018,0.7192,0
2022-03-31,0.1178,0.2992,0.1720,0.1671,-0.2950,-1.5121,0.2194,0.2112,-0.1624,0.3623,3.1369,-0.0702,1.7943,-0.5793,0.4970,-0.0394,-0.7795,0.5524,0.6549,-0.2312,-1.0149,0.3109,-0.4526,1.0813,1.2637,0.6227,0.1240,0
2022-06-30,0.5540,0.7360,0.4905,0.7689,0.0430,-1.4131,0.6177,0.6382,0.3604,1.1511,1.9871,0.5703,0.8099,0.1808,1.2706,0.4322,-0.9789,1.4283,0.6208,0.1895,-0.2939,0.6723,0.1728,1.2352,1.5463,0.6729,0.6977,0
2022-09-30,0.2286,-0.1000,0.5059,0.2273,0.3698,0.9970,0.0812,-0.0439,-0.4996,0.1351,1.0869,0.3476,1.0392,0.1741,0.1057,-0.1029,0.3689,-0.0280,0.0946,-0.0982,-0.5558,-0.5514,0.0018,0.1218,0.1496,0.2011,0.1742,0
2022-12-31,0.2806,-0.2663,0.3426,0.0916,0.7374,0.7991,0.0466,0.0254,-0.5767,0.0286,-0.4784,0.2971,-0.3070,-0.2469,-0.3863,-0.1840,0.5035,-0.2721,-0.0711,-0.0476,0.0202,-0.6624,0.0869,0.0686,0.7741,0.1361,0.0732,0
2023-03-31,1.0876,0.9537,0.7403,1.0166,1.2060,2.2843,1.0648,0.7301,0.9498,0.6442,0.8284,1.0714,1.1235,0.8584,0.5111,0.9351,1.8828,1.0875,0.5406,1.0040,1.4875,0.9059,1.1949,0.4115,1.2298,0.5085,0.8830,0
2023-06-30,-0.2608,-0.1875,-0.1857,-0.1501,-0.2026,0.9067,-0.3152,-0.1621,-0.6641,0.2988,-1.0584,0.0265,-0.5378,0.2343,-0.1693,-0.3475,-0.6877,-0.3921,-0.2238,-0.2925,-0.1562,-0.7366,0.1613,-0.5707,0.1106,-0.0728,-0.2420,0
2023-09-30,0.4146,-0.2509,-0.0450,0.0782,0.6291,0.9566,0.1309,0.0579,0.0722,-0.2238,-0.5508,-0.0334,-0.1684,0.0390,-0.5221,-0.0793,1.1376,-0.2119,-0.1829,-0.0431,0.1706,0.0199,0.2143,0.1109,-0.1509,0.0327,0.2135,0
2023-12-31,-0.0152,0.2323,0.1995,0.2574,-0.2185,0.2336,0.2196,-0.0146,0.2615,0.4133,0.3304,0.2642,0.5068,0.4184,0.4590,0.3344,-0.2630,0.3281,0.1062,0.1282,0.1227,0.4521,0.2822,0.0620,-0.5502,0.1424,0.2594,0
2024-03-31,0.3831,0.3651,0.0072,0.1424,0.1656,-0.2596,0.3980,0.2135,0.2896,0.0772,-0.2637,0.0516,-0.5620,-0.2433,0.3551,0.1550,0.4992,0.1938,-0.0733,0.1098,0.6418,0.6263,0.5028,0.2634,-0.1961,-0.0100,0.2638,0
2024-06-30,0.8530,-0.0930,0.4512,0.2845,1.2843,3.0049,0.5573,0.0719,0.4345,0.3690,0.2582,0.5105,1.1569,0.5595,-0.2761,0.2972,2.3983,-0.1153,0.1083,0.2550,0.4848,0.5020,0.5585,0.7851,-0.5666,0.1418,0.5069,0
